,sku,forecast_period,interval,last_date,2019-06,2019-07,2019-08,2019-09,2019-10
732,MH033798,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
733,MH033880,5,M,2019-05-28,1.5,1.25,1.375,1.312,1.344
734,MH034184,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
735,MH034228,5,M,2019-05-28,7.0,7.0,6.0,5.0,9.0
736,MH034261,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
737,MH035221,5,M,2019-05-28,2.0,2.0,2.0,2.0,2.0
738,MH035541,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
739,MH035557,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
740,MH037224,5,M,2019-05-28,2.0,2.0,2.0,2.0,2.0
741,MH038108,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
742,MH038126,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
743,MH038166,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
744,MH038365,5,M,2019-05-28,4.0,4.0,4.0,4.0,4.0
745,MH038713,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
746,MH038751,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
747,MH039050,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
748,MH039064,5,M,2019-05-28,0.75,0.625,0.688,0.656,0.672
749,MH040025,5,M,2019-05-28,1.5,1.25,1.375,1.312,1.344
750,MH040063,5,M,2019-05-28,1.0,0.0,0.0,0.0,0.0
751,MH040068,5,M,2019-05-28,3.0,5.0,9.0,5.0,14.0
752,MH040097,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
753,MH040161,5,M,2019-05-28,30.0,0.0,0.0,0.0,0.0
754,MH042083,5,M,2019-05-28,0.0,0.0,0.0,2.0,0.0
755,MH042118,5,M,2019-05-28,0.0,1.0,1.0,1.0,1.0
756,MH043082,5,M,2019-05-28,10.0,5.0,8.0,8.0,7.0
757,MH043108,5,M,2019-05-28,0.0,0.0,0.0,1.0,0.0
758,MH044121,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
759,MH050190,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
760,MH050191,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
761,MH050198,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
762,MH050204,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
763,MH050205,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
764,MH050277,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
765,MH053015,5,M,2019-05-28,1.0,1.0,1.0,1.0,1.0
766,MH054349,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
767,MH058014,5,M,2019-05-28,1.0,0.0,0.0,0.0,0.0
768,MH059348,5,M,2019-05-28,5.0,5.0,5.0,5.0,5.0
769,MH059350,5,M,2019-05-28,5.0,5.0,5.0,5.0,5.0
770,MH059354,5,M,2019-05-28,5.0,5.0,5.0,5.0,5.0
771,MH059359,5,M,2019-05-28,5.0,5.0,5.0,5.0,5.0
772,MH059615,5,M,2019-05-28,5.0,5.0,5.0,5.0,5.0
773,MH059617,5,M,2019-05-28,5.0,5.0,5.0,5.0,5.0
774,MH059618,5,M,2019-05-28,5.0,5.0,5.0,5.0,5.0
775,MH059620,5,M,2019-05-28,5.0,5.0,5.0,5.0,5.0
776,MH059903,5,M,2019-05-28,3.0,3.0,3.0,3.0,3.0
777,MH061037,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
778,MH061746,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
779,MH061974,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
780,MH062201,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
781,MH062204,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
782,MH062976,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
783,MH062977,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
784,MH064100,5,M,2019-05-28,2.0,2.0,2.0,2.0,2.0
785,MH064190,5,M,2019-05-28,2.0,2.0,2.0,2.0,2.0
786,MH064239,5,M,2019-05-28,2.0,2.0,2.0,2.0,2.0
787,MH064240,5,M,2019-05-28,2.0,2.0,2.0,2.0,2.0
788,MH064248,5,M,2019-05-28,2.0,2.0,2.0,2.0,2.0
789,MH064253,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
790,MH064641,5,M,2019-05-28,2.0,2.0,2.0,2.0,2.0
791,MH064698,5,M,2019-05-28,1.0,1.0,8.0,16.0,2.0
792,MH064920,5,M,2019-05-28,2.0,2.0,2.0,2.0,2.0
793,MH096003,5,M,2019-05-28,5.0,5.0,5.0,5.0,5.0
794,MH096005,5,M,2019-05-28,5.0,5.0,5.0,5.0,5.0
795,MH096016,5,M,2019-05-28,5.0,5.0,5.0,5.0,5.0
796,MH096018,5,M,2019-05-28,5.0,5.0,5.0,5.0,5.0
797,MH096023,5,M,2019-05-28,5.0,5.0,5.0,5.0,5.0
798,MK249931,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
799,MK297269,5,M,2019-05-28,3.0,3.0,3.0,3.0,3.0
800,MK297284,5,M,2019-05-28,66.0,88.0,37.0,66.0,88.0
801,MK300706,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
802,MK309742,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
803,MK319089,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
804,MK322121,5,M,2019-05-28,1.0,0.0,0.0,0.0,0.0
805,MK322261,5,M,2019-05-28,1.0,1.0,1.0,1.0,1.0
806,MK322826,5,M,2019-05-28,194.0,43.0,4.0,9.0,2.0
807,MK322863,5,M,2019-05-28,6.0,7.0,10.0,6.0,7.0
808,MK322984,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
809,MK324111,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
810,MK324117,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
811,MK324354,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
812,MK326983,5,M,2019-05-28,21.0,26.0,17.0,35.0,58.0
813,MK330821,5,M,2019-05-28,0.0,0.0,0.0,0.0,1.0
814,MK330823,5,M,2019-05-28,1.5,1.25,1.375,1.312,1.344
815,MK347721,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
816,MK351969,5,M,2019-05-28,1.0,0.0,0.0,0.0,0.0
817,MK355287,5,M,2019-05-28,1.0,1.0,1.0,1.0,1.0
818,MK359015,5,M,2019-05-28,2.25,1.875,2.062,1.969,2.016
819,MK369270,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
820,MK371196,5,M,2019-05-28,0.0,1.0,0.0,0.0,0.0
821,MK371197,5,M,2019-05-28,0.0,0.0,1.0,0.0,0.0
822,MK371364,5,M,2019-05-28,0.75,0.625,0.688,0.656,0.672
823,MK371366,5,M,2019-05-28,0.0,1.0,1.0,1.0,1.0
824,MK377433,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
825,MK378540,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
826,MK378618,5,M,2019-05-28,1.0,1.0,1.0,1.0,1.0
827,MK378784,5,M,2019-05-28,0.0,1.0,1.0,1.0,1.0
828,MK378981,5,M,2019-05-28,1.0,0.0,0.0,0.0,0.0
829,MK381896,5,M,2019-05-28,9.0,13.0,14.0,19.0,16.0
830,MK383791,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
831,MK384447,5,M,2019-05-28,1.0,1.0,1.0,1.0,1.0
832,MK386160,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
833,MK387353,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
834,MK389862,5,M,2019-05-28,3.0,3.0,3.0,3.0,3.0
835,MK394060,5,M,2019-05-28,1.0,1.0,1.0,1.0,1.0
836,MK402594,5,M,2019-05-28,5.0,5.0,5.0,5.0,5.0
837,MK403691,5,M,2019-05-28,7.0,10.0,9.0,9.0,9.0
838,MK404147,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
839,MK405100,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
840,MK405106,5,M,2019-05-28,1.0,0.0,1.0,0.0,1.0
841,MK405953,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
842,MK420221,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
843,MK420240,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
844,MK421303,5,M,2019-05-28,3.0,10.0,4.0,6.0,13.0
845,MK421731,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
846,MK426708,5,M,2019-05-28,3.0,3.0,3.0,3.0,3.0
847,MK428083,5,M,2019-05-28,7.0,5.0,5.0,6.0,5.0
848,MK429359,5,M,2019-05-28,1.0,1.0,1.0,1.0,1.0
849,MK432439,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
850,MK433092,5,M,2019-05-28,1.0,0.0,0.0,0.0,0.0
851,MK433258,5,M,2019-05-28,1.0,0.0,0.0,0.0,0.0
852,MK435891,5,M,2019-05-28,3.75,3.125,3.438,3.281,3.359
853,MK455680,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
854,MK455860,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
855,MK455861,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
856,MK460178,5,M,2019-05-28,0.0,0.0,0.0,0.0,2.0
857,MK464215,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
858,MK470272,5,M,2019-05-28,1.0,0.0,0.0,0.0,0.0
859,MK470603,5,M,2019-05-28,1.0,1.0,1.0,1.0,1.0
860,MK470831,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
861,MK470990,5,M,2019-05-28,2.25,1.875,2.062,1.969,2.016
862,MK471068,5,M,2019-05-28,3.0,5.0,6.0,29.0,16.0
863,MK471806,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
864,MK471807,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
865,MK474870,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
866,MK482463,5,M,2019-05-28,44.0,34.0,46.0,54.0,71.0
867,MK483186,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
868,MK485418,5,M,2019-05-28,0.0,0.0,0.0,1.0,0.0
869,MK485699,5,M,2019-05-28,17.0,24.0,20.0,22.0,26.0
870,MK488389,5,M,2019-05-28,7.0,5.0,4.0,3.0,6.0
871,MK488399,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
872,MK490851,5,M,2019-05-28,1.0,1.0,1.0,1.0,1.0
873,MK490852,5,M,2019-05-28,1.0,1.0,1.0,1.0,1.0
874,MK493396,5,M,2019-05-28,0.0,0.0,0.0,0.0,1.0
875,MK502174,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
876,MK510344,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
877,MK512477,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
878,MK512581,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
879,MK512928,5,M,2019-05-28,1.0,1.0,1.0,1.0,1.0
880,MK513229,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
881,MK516056,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
882,MK518348,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
883,MK527205,5,M,2019-05-28,1.0,1.0,1.0,1.0,1.0
884,MK527206,5,M,2019-05-28,1.0,1.0,1.0,1.0,1.0
885,MK527674,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
886,MK528358,5,M,2019-05-28,11.0,7.0,6.0,10.0,5.0
887,MK530058,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
888,MK530091,5,M,2019-05-28,9.0,15.0,4.0,12.0,4.0
889,MK530907,5,M,2019-05-28,1.0,1.0,1.0,1.0,1.0
890,MK531858,5,M,2019-05-28,0.75,0.625,0.688,0.656,0.672
891,MK539517,5,M,2019-05-28,2.0,2.0,2.0,2.0,2.0
892,MK539519,5,M,2019-05-28,2.0,2.0,2.0,2.0,2.0
893,MK539523,5,M,2019-05-28,2.0,2.0,2.0,2.0,2.0
894,MK543291,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
895,MK546615,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
896,MK548915,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
897,MK551677,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
898,MK563698,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
899,MK564286,5,M,2019-05-28,1.0,1.0,1.0,1.0,1.0
900,MK565234,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
901,MK565333,5,M,2019-05-28,1.0,1.0,1.0,1.0,1.0
902,MK565488,5,M,2019-05-28,0.0,0.0,1.0,0.0,0.0
903,MK566444,5,M,2019-05-28,1.0,1.0,1.0,1.0,1.0
904,MK567273,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
905,MK569045,5,M,2019-05-28,0.0,0.0,1.0,0.0,0.0
906,MK569546,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
907,MK569836,5,M,2019-05-28,51.0,38.0,51.0,58.0,99.0
908,MK570229,5,M,2019-05-28,1.0,1.0,1.0,1.0,1.0
909,MK577068,5,M,2019-05-28,0.0,1.0,1.0,1.0,1.0
910,MK578472,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
911,MK578567,5,M,2019-05-28,3.0,3.0,3.0,3.0,3.0
912,MK580232,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
913,MK580400,5,M,2019-05-28,10.0,10.0,10.0,10.0,11.0
914,MK580532,5,M,2019-05-28,5.0,8.0,6.0,3.0,4.0
915,MK580545,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
916,MK580890,5,M,2019-05-28,2.0,7.0,5.0,16.0,9.0
917,MK581247,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
918,MK583101,5,M,2019-05-28,10.0,9.0,9.0,8.0,6.0
919,MK583409,5,M,2019-05-28,10.0,11.0,10.0,11.0,11.0
920,MK584275,5,M,2019-05-28,1.0,1.0,1.0,1.0,1.0
921,MK584475,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
922,MK584666,5,M,2019-05-28,13.0,13.0,5.0,6.0,11.0
923,MK590414,5,M,2019-05-28,0.0,1.0,0.0,0.0,0.0
924,MK590428,5,M,2019-05-28,1.5,1.75,1.625,1.688,1.656
925,MK597533,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
926,MK599139,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
927,MK601451,5,M,2019-05-28,1.5,1.25,1.375,1.312,1.344
928,MK602592,5,M,2019-05-28,0.0,0.0,0.0,0.0,1.0
929,MK611993,5,M,2019-05-28,2.0,2.0,2.0,2.0,2.0
930,MK611995,5,M,2019-05-28,1.0,1.0,1.0,1.0,1.0
931,MK613513,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
932,MK620217,5,M,2019-05-28,0.0,0.0,0.0,1.0,0.0
933,MK620685,5,M,2019-05-28,1.0,0.0,0.0,0.0,0.0
934,MK621211,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
935,MK621372,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
936,MK621451,5,M,2019-05-28,0.0,1.0,0.0,0.0,0.0
937,MK623380,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
938,MK623507,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
939,MK625260,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
940,MK627912,5,M,2019-05-28,2.0,7.0,9.0,2.0,7.0
941,MK629141,5,M,2019-05-28,3.0,2.5,2.75,2.625,2.688
942,MK630100,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
943,MK631324,5,M,2019-05-28,1.0,1.0,1.0,1.0,1.0
944,MK631719,5,M,2019-05-28,1.0,0.0,0.0,0.0,0.0
945,MK632001,5,M,2019-05-28,1.0,1.0,1.0,1.0,1.0
946,MK632043,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
947,MK632048,5,M,2019-05-28,3.0,2.5,2.75,2.625,2.688
948,MK632622,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
949,MK633415,5,M,2019-05-28,2.25,1.875,2.062,1.969,2.016
950,MK633469,5,M,2019-05-28,1.0,0.0,0.0,0.0,0.0
951,MK645423,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
952,MK645456,5,M,2019-05-28,4.0,4.0,4.0,4.0,4.0
953,MK645752,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
954,MK653849,5,M,2019-05-28,1.0,1.0,1.0,1.0,1.0
955,MK654128,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
956,MK654866,5,M,2019-05-28,7.0,2.0,1.0,7.0,2.0
957,MK666967,5,M,2019-05-28,16.0,16.0,16.0,24.0,17.0
958,MK667042,5,M,2019-05-28,3.0,2.5,2.75,2.625,2.688
959,MK667044,5,M,2019-05-28,3.0,2.5,2.75,2.625,2.688
960,MK667793,5,M,2019-05-28,10.0,3.0,3.0,7.0,2.0
961,MK674773,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
962,MK677743,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
963,MK677748,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
964,MK710472,5,M,2019-05-28,0.0,0.0,1.0,0.0,0.0
965,MK710501,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
966,MK710635,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
967,MK712966,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
968,MK713712,5,M,2019-05-28,0.0,1.0,0.0,0.0,0.0
969,MK714042,5,M,2019-05-28,0.75,0.625,0.688,0.656,0.672
970,MK714079,5,M,2019-05-28,1.5,1.75,1.625,1.688,1.656
971,MK714235,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
972,MK715056,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
973,MK715371,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
974,MK715373,5,M,2019-05-28,1.5,1.25,1.375,1.312,1.344
975,MK715402,5,M,2019-05-28,3.0,2.5,2.75,2.625,2.688
976,MK715404,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
977,MK996358,5,M,2019-05-28,1.0,1.0,1.0,1.0,1.0
978,MK997509,5,M,2019-05-28,190.0,120.0,117.0,93.0,209.0
979,ML106213,5,M,2019-05-28,1.5,1.25,1.375,1.312,1.344
980,ML106246,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
981,ML204624,5,M,2019-05-28,0.75,0.625,0.688,0.656,0.672
982,ML204634,5,M,2019-05-28,0.0,0.0,0.0,0.0,1.0
983,ML204760,5,M,2019-05-28,1.0,0.0,0.0,0.0,0.0
984,ML209132,5,M,2019-05-28,0.0,0.0,0.0,0.0,1.0
985,ML209134,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
986,ML209140,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
987,ML209158,5,M,2019-05-28,2.0,2.0,2.0,2.0,2.0
988,ML209164,5,M,2019-05-28,2.0,2.0,2.0,2.0,2.0
989,ML209454,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
990,ML209736,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
991,ML210016,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
992,ML210291,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
993,ML210630,5,M,2019-05-28,2.0,2.0,2.0,2.0,2.0
994,ML210925,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
995,ML211693,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
996,ML212269,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
997,ML212568,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
998,ML213184,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
999,ML214355,5,M,2019-05-28,1.5,1.25,1.375,1.312,1.344
1000,ML214358,5,M,2019-05-28,1.5,1.25,1.375,1.312,1.344
1001,ML214359,5,M,2019-05-28,1.5,1.25,1.375,1.312,1.344
1002,ML214466,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
1003,ML215600,5,M,2019-05-28,1.0,1.0,1.0,1.0,1.0
1004,ML215773,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
1005,ML216086,5,M,2019-05-28,6.0,3.0,3.0,17.0,10.0
1006,ML216675,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
1007,ML216767,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
1008,ML217500,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
1009,ML217610,5,M,2019-05-28,1.0,1.0,1.0,1.0,1.0
1010,ML221096,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
1011,ML222577,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
1012,ML223915,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
1013,ML223916,5,M,2019-05-28,2.0,2.5,2.25,2.375,2.312
1014,ML223928,5,M,2019-05-28,1.0,1.0,1.0,1.0,1.0
1015,ML223939,5,M,2019-05-28,1.0,1.0,1.0,1.0,1.0
1016,ML225780,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
1017,ML225796,5,M,2019-05-28,0.0,0.0,0.0,1.0,0.0
1018,ML225840,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
1019,ML226017,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
1020,ML226320,5,M,2019-05-28,1.0,1.0,1.0,1.0,1.0
1021,ML226482,5,M,2019-05-28,26.0,26.0,27.0,26.0,27.0
1022,ML226486,5,M,2019-05-28,19.0,20.0,16.0,18.0,17.0
1023,ML226545,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
1024,ML226594,5,M,2019-05-28,1.0,1.0,1.0,1.0,1.0
1025,ML226611,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
1026,ML226612,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
1027,ML230344,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
1028,ML230618,5,M,2019-05-28,1.0,1.0,1.0,1.0,1.0
1029,ML230862,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
1030,ML231124,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
1031,ML231247,5,M,2019-05-28,1.0,0.0,0.0,0.0,0.0
1032,ML231291,5,M,2019-05-28,1.0,1.0,1.0,1.0,1.0
1033,ML231300,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
1034,ML231305,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
1035,ML231327,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
1036,ML231355,5,M,2019-05-28,1.0,1.0,1.0,1.0,1.0
1037,ML231454,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
1038,ML231465,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
1039,ML231522,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
1040,ML231535,5,M,2019-05-28,1.0,1.0,1.0,1.0,1.0
1041,ML231536,5,M,2019-05-28,1.5,1.25,1.375,1.312,1.344
1042,ML231537,5,M,2019-05-28,1.0,1.0,1.0,1.0,1.0
1043,ML231702,5,M,2019-05-28,0.0,0.0,0.0,1.0,0.0
1044,ML231819,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
1045,ML231832,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
1046,ML231901,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
1047,ML232689,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
1048,ML232722,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
1049,ML232734,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
1050,ML232995,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
1051,ML233732,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
1052,ML233888,5,M,2019-05-28,0.0,0.0,0.0,0.0,1.0
1053,ML233925,5,M,2019-05-28,1.0,0.0,0.0,0.0,0.0
1054,ML233931,5,M,2019-05-28,1.0,0.0,0.0,0.0,0.0
1055,ML233932,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
1056,ML233979K,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
1057,ML233985,5,M,2019-05-28,0.0,1.0,1.0,1.0,1.0
1058,ML233997,5,M,2019-05-28,1.0,1.0,1.0,1.0,1.0
1059,ML234096,5,M,2019-05-28,1.0,1.0,1.0,1.0,1.0
1060,ML234178,5,M,2019-05-28,2.0,2.0,2.0,2.0,2.0
1061,ML234195,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
1062,ML234196,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
1063,ML234203,5,M,2019-05-28,1.5,1.25,1.375,1.312,1.344
1064,ML234206,5,M,2019-05-28,1.0,0.0,0.0,0.0,0.0
1065,ML234207,5,M,2019-05-28,1.0,0.0,0.0,0.0,0.0
1066,ML234212,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
1067,ML234278,5,M,2019-05-28,2.0,2.0,2.0,2.0,2.0
1068,ML234374,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
1069,ML234375,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
1070,ML234385,5,M,2019-05-28,1.0,1.0,1.0,1.0,1.0
1071,ML234427,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
1072,ML234493,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
1073,ML234505,5,M,2019-05-28,0.75,0.625,0.688,0.656,0.672
1074,ML234644,5,M,2019-05-28,1.0,0.0,0.0,0.0,0.0
1075,ML234713,5,M,2019-05-28,1.0,0.0,0.0,0.0,0.0
1076,ML234714,5,M,2019-05-28,1.0,0.0,0.0,0.0,0.0
1077,ML234727,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
1078,ML234774,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
1079,ML236151,5,M,2019-05-28,2.0,2.0,2.0,2.0,2.0
1080,ML236539,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
1081,ML236914,5,M,2019-05-28,0.0,0.0,1.0,0.0,0.0
1082,ML236929,5,M,2019-05-28,1.0,0.0,0.0,0.0,0.0
1083,ML237048,5,M,2019-05-28,1.0,0.0,0.0,0.0,0.0
1084,ML237179,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
1085,ML237207,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
1086,ML237230,5,M,2019-05-28,1.5,1.25,1.375,1.312,1.344
1087,ML237916,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
1088,ML238057,5,M,2019-05-28,0.0,0.0,0.0,1.0,0.0
1089,ML238121,5,M,2019-05-28,1.0,0.0,0.0,0.0,0.0
1090,ML238164,5,M,2019-05-28,34.0,24.0,26.0,17.0,25.0
1091,ML241101,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
1092,ML241106,5,M,2019-05-28,0.0,0.0,0.0,0.0,1.0
1093,ML241108,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
1094,ML241615,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
1095,ML242177,5,M,2019-05-28,3.0,2.5,2.75,2.625,2.688
